subject ID,condition,rotationAngle_x,rotationAngle_y,rotationAngle_z,acceleration,time stamp
Martes6,VideoCenteredNoDelay,8.968894,11.52474,359.3457,-0.1735229,23.13968
Martes6,VideoCenteredNoDelay,9.456425,9.730149,358.9825,-0.1544495,23.18433
Martes6,VideoCenteredNoDelay,9.482691,8.566899,358.5683,-0.2199097,23.23969
Martes6,VideoCenteredNoDelay,9.121581,7.001698,358.2765,-0.08398438,23.2954
Martes6,VideoCenteredNoDelay,8.904759,6.633057,358.1851,-0.1038208,23.33969
Martes6,VideoCenteredNoDelay,8.633319,5.515986,357.6808,-0.1489258,23.38717
Martes6,VideoCenteredNoDelay,8.858977,4.893631,357.1577,-0.2897339,23.43969
Martes6,VideoCenteredNoDelay,10.44939,4.46467,355.9113,-0.411499,23.49527
Martes6,VideoCenteredNoDelay,10.93151,4.369809,355.7482,-0.1497192,23.53969
Martes6,VideoCenteredNoDelay,11.53366,3.810257,355.138,-0.2905884,23.58499
Martes6,VideoCenteredNoDelay,12.03086,3.411948,354.884,-0.08486938,23.63968
Martes6,VideoCenteredNoDelay,12.80243,2.219809,354.4884,-0.1394348,23.69559
Martes6,VideoCenteredNoDelay,13.91151,1.121969,354.8963,0.306366,23.73809
Martes6,VideoCenteredNoDelay,14.8404,359.8772,355.8586,150.7032,23.78325
Martes6,VideoCenteredNoDelay,14.95116,358.5463,356.5874,-0.3984375,23.83969
Martes6,VideoCenteredNoDelay,15.1371,356.4958,356.6382,-0.4913025,23.89478
Martes6,VideoCenteredNoDelay,16.24758,354.908,356.0962,-0.9193115,23.93864
Martes6,VideoCenteredNoDelay,16.67338,353.1178,354.7837,-1.150085,23.98343
Martes6,VideoCenteredNoDelay,16.83493,351.6677,353.1496,-1.021698,24.03969
Martes6,VideoCenteredNoDelay,16.9351,351.1512,352.355,-0.09484863,24.09657
Martes6,VideoCenteredNoDelay,18.1158,350.6949,352.6428,-0.09680176,24.13949
Martes6,VideoCenteredNoDelay,18.9999,350.3489,352.5859,-0.149231,24.18555
Martes6,VideoCenteredNoDelay,18.62367,350.6172,352.61,0.1313782,24.23969
Martes6,VideoCenteredNoDelay,18.43071,350.7225,352.5706,0.007720947,24.29581
Martes6,VideoCenteredNoDelay,19.01008,350.9888,352.4914,0.09118652,24.33927
Martes6,VideoCenteredNoDelay,20.02979,351.7149,352.2715,0.1580505,24.38461
Martes6,VideoCenteredNoDelay,20.41715,352.1348,352.5131,0.2056274,24.43006
Martes6,VideoCenteredNoDelay,20.1557,352.0505,352.3504,-0.04022217,24.49749
Martes6,VideoCenteredNoDelay,19.68756,351.9374,352.6389,0.109436,24.53957
Martes6,VideoCenteredNoDelay,18.62564,351.5388,353.7665,0.2156372,24.5865
Martes6,VideoCenteredNoDelay,17.54606,350.8671,354.3335,-0.2983398,24.63968
Martes6,VideoCenteredNoDelay,16.40009,350.3652,353.9048,-0.2229919,24.69708
Martes6,VideoCenteredNoDelay,15.55195,350.3539,354.0822,0.1402893,24.7394
Martes6,VideoCenteredNoDelay,12.97764,349.6208,353.791,-0.355957,24.78511
Martes6,VideoCenteredNoDelay,10.12085,349.4142,354.7746,0.2401123,24.83053
Martes6,VideoCenteredNoDelay,3.181821,349.5988,354.4268,-0.4420166,24.89704
Martes6,VideoCenteredNoDelay,0.1022664,350.0609,353.5581,-0.3033142,24.93969
Martes6,VideoCenteredNoDelay,348.8468,353.072,351.0482,-1.80188,24.98664
Martes6,VideoCenteredNoDelay,343.7406,355.9533,350.9396,-0.1192017,25.03117
Martes6,VideoCenteredNoDelay,341.6828,358.4805,352.3678,-0.07318115,25.09727
Martes6,VideoCenteredNoDelay,340.4965,358.7394,352.721,-0.3081665,25.13968
Martes6,VideoCenteredNoDelay,337.5905,358.6597,356.2617,0.505188,25.1855
Martes6,VideoCenteredNoDelay,335.1685,359.012,357.7257,-0.4849243,25.23066
Martes6,VideoCenteredNoDelay,329.94,0.3806046,356.002,-120.168,25.29536
Martes6,VideoCenteredNoDelay,329.3489,1.109282,355.3223,-0.899231,25.33969
Martes6,VideoCenteredNoDelay,329.1413,3.855972,355.5245,0.4612732,25.38485
Martes6,VideoCenteredNoDelay,330.3372,7.053706,354.9915,-0.2709656,25.4298
Martes6,VideoCenteredNoDelay,331.5458,6.226443,354.0078,0.1577759,25.49657
Martes6,VideoCenteredNoDelay,330.7463,5.839406,352.9616,-0.8970337,25.53917
Martes6,VideoCenteredNoDelay,328.9222,6.972293,351.2855,-1.073669,25.58474
Martes6,VideoCenteredNoDelay,326.9207,7.421505,352.3571,0.02316284,25.63968
Martes6,VideoCenteredNoDelay,325.3649,6.767443,353.5626,-0.173645,25.69686
Martes6,VideoCenteredNoDelay,325.1894,6.133248,354.0965,0.2657776,25.73969
Martes6,VideoCenteredNoDelay,325.7592,3.522104,355.8616,0.5896301,25.78388
Martes6,VideoCenteredNoDelay,325.9833,1.676928,356.6268,0.2625122,25.83969
Martes6,VideoCenteredNoDelay,325.894,359.7984,357.5973,119.4383,25.89763
Martes6,VideoCenteredNoDelay,324.8407,359.2125,357.9821,-0.3190308,25.93846
Martes6,VideoCenteredNoDelay,324.1633,358.8211,358.1226,-0.1725464,25.98445
Martes6,VideoCenteredNoDelay,324.3343,359.1538,357.5877,0.07116699,26.03145
Martes6,VideoCenteredNoDelay,324.9406,2.050919,354.5156,-0.5736084,26.09559
Martes6,VideoCenteredNoDelay,325.6634,3.254592,353.6481,-0.143158,26.13968
Martes6,VideoCenteredNoDelay,327.3005,4.286639,354.4617,0.6628723,26.18356
Martes6,VideoCenteredNoDelay,328.3881,6.260507,352.6695,-0.6724854,26.23969
Martes6,VideoCenteredNoDelay,327.821,8.337147,352.6245,0.1436768,26.29798
Martes6,VideoCenteredNoDelay,327.7377,7.929706,353.3498,0.4678955,26.33969
Martes6,VideoCenteredNoDelay,328.5712,7.959283,353.0505,0.0329895,26.38474
Martes6,VideoCenteredNoDelay,329.6579,8.072264,352.8518,0.4632568,26.43969
Martes6,VideoCenteredNoDelay,332.3989,7.021419,353.571,0.8936157,26.49581
Martes6,VideoCenteredNoDelay,333.3792,6.807687,353.8263,0.8546753,26.53969
Martes6,VideoCenteredNoDelay,336.5632,5.33236,355.0544,0.8686829,26.58402
Martes6,VideoCenteredNoDelay,336.2399,4.655289,355.3314,-0.1929016,26.63968
Martes6,VideoCenteredNoDelay,335.829,4.495942,355.0262,-0.05227661,26.69782
Martes6,VideoCenteredNoDelay,336.1888,4.472636,354.9702,0.1463623,26.73847
Martes6,VideoCenteredNoDelay,337.8892,4.577549,354.8586,0.6457214,26.7854
Martes6,VideoCenteredNoDelay,340.354,4.893261,354.8925,0.9523315,26.83969
Martes6,VideoCenteredNoDelay,345.145,5.050189,355.1793,1.15274,26.89544
Martes6,VideoCenteredNoDelay,346.0766,4.734917,355.4344,0.8293457,26.93969
Martes6,VideoCenteredNoDelay,346.9085,4.164302,355.3685,0.06414795,26.98341
Martes6,VideoCenteredNoDelay,347.4319,3.641648,355.5932,0.2633972,27.02979
Martes6,VideoCenteredNoDelay,347.5665,2.970643,355.9307,0.2501221,27.09793
Martes6,VideoCenteredNoDelay,347.8569,2.713034,356.0975,0.3208618,27.13968
Martes6,VideoCenteredNoDelay,349.0691,2.268533,356.3857,0.2645264,27.1841
Martes6,VideoCenteredNoDelay,349.8569,2.021302,356.3936,0.2367249,27.23969
Martes6,VideoCenteredNoDelay,349.832,1.819118,356.3356,-0.1350098,27.29528
Martes6,VideoCenteredNoDelay,349.7227,1.885352,356.3332,-0.07806396,27.33969
Martes6,VideoCenteredNoDelay,349.5983,1.791484,356.3724,-0.01455688,27.38447
Martes6,VideoCenteredNoDelay,349.5332,1.769793,356.4121,0.00390625,27.43026
Martes6,VideoCenteredNoDelay,349.5599,1.715439,356.4081,0.00604248,27.49682
Martes6,VideoCenteredNoDelay,349.632,1.658672,356.3976,0.02993774,27.53873
Martes6,VideoCenteredNoDelay,349.6685,1.585896,356.3597,0.001739502,27.58423
Martes6,VideoCenteredNoDelay,349.6463,1.49582,356.3456,0.00177002,27.63968
Martes6,VideoCenteredNoDelay,349.6641,1.295366,356.3911,0.02124023,27.69426
Martes6,VideoCenteredNoDelay,349.7188,1.25056,356.3419,0.003082275,27.73969
Martes6,VideoCenteredNoDelay,349.6236,1.087693,356.2345,-0.03161621,27.78357
Martes6,VideoCenteredNoDelay,349.5865,1.024357,356.1662,-0.04403687,27.83969
Martes6,VideoCenteredNoDelay,349.5271,1.035608,356.123,-0.006866455,27.89452
Martes6,VideoCenteredNoDelay,349.51,1.061885,356.1253,-0.01028442,27.93969
Martes6,VideoCenteredNoDelay,349.2,1.147706,356.2662,-0.05194092,27.98373
Martes6,VideoCenteredNoDelay,349.1973,1.056625,356.3698,0.03036499,28.03969
Martes6,VideoCenteredNoDelay,349.3256,0.6718608,356.4051,0.07144165,28.09473
Martes6,VideoCenteredNoDelay,349.6249,0.5070187,356.3255,0.1525879,28.13968
Martes6,VideoCenteredNoDelay,350.0617,0.1479416,356.1216,0.02697754,28.18387
Martes6,VideoCenteredNoDelay,350.1468,0.1327857,356.0521,0.008392334,28.23969
Martes6,VideoCenteredNoDelay,350.3231,0.2632639,355.9125,-0.0027771,28.29436
Martes6,VideoCenteredNoDelay,350.3515,0.3569677,355.9193,0.02481079,28.33969
Martes6,VideoCenteredNoDelay,350.0602,0.5817573,355.9561,-0.09338379,28.38442
Martes6,VideoCenteredNoDelay,349.731,0.5912502,355.9583,-0.1044006,28.43969
Martes6,VideoCenteredNoDelay,349.7012,0.5841173,355.9149,-0.0302124,28.49566
Martes6,VideoCenteredNoDelay,349.6888,0.5851084,355.8652,-0.04412842,28.53969
Martes6,VideoCenteredNoDelay,349.7249,0.5791658,355.7421,-0.01464844,28.58548
Martes6,VideoCenteredNoDelay,349.7574,0.5613889,355.6223,-0.03585815,28.63968
Martes6,VideoCenteredNoDelay,349.7422,0.5034951,355.5342,-0.03713989,28.69328
Martes6,VideoCenteredNoDelay,349.7211,0.4997668,355.5411,-0.009796143,28.73969
Martes6,VideoCenteredNoDelay,349.7227,0.4661153,355.6123,0.01690674,28.78395
Martes6,VideoCenteredNoDelay,349.7111,0.3690901,355.6644,0.009613037,28.83969
Martes6,VideoCenteredNoDelay,349.5779,0.2414024,355.693,-0.01803589,28.8942
Martes6,VideoCenteredNoDelay,349.5583,0.2552415,355.6977,-0.01034546,28.93969
Martes6,VideoCenteredNoDelay,349.4944,0.273482,355.7242,-0.009857178,28.98574
Martes6,VideoCenteredNoDelay,349.4825,0.2868358,355.7095,-0.007995605,29.03969
Martes6,VideoCenteredNoDelay,349.4658,0.2632887,355.7074,-0.003723145,29.09471
Martes6,VideoCenteredNoDelay,349.4565,0.2390424,355.7156,-0.0006713867,29.13968
Martes6,VideoCenteredNoDelay,349.3923,0.1462242,355.734,-0.02932739,29.18419
Martes6,VideoCenteredNoDelay,349.3698,0.1252256,355.73,-0.01126099,29.23969
Martes6,VideoCenteredNoDelay,349.3559,0.09942732,355.7956,0.01898193,29.29551
Martes6,VideoCenteredNoDelay,349.3637,0.07708819,355.8033,0.01089478,29.33969
Martes6,VideoCenteredNoDelay,349.3156,359.9892,355.8049,116.3356,29.38527
Martes6,VideoCenteredNoDelay,349.2325,359.957,355.8154,-0.02935791,29.43969
Martes6,VideoCenteredNoDelay,349.1043,359.9576,355.7836,-0.03411865,29.49491
Martes6,VideoCenteredNoDelay,349.0722,359.9543,355.7972,-0.01220703,29.53969
Martes6,VideoCenteredNoDelay,348.9612,359.9809,355.804,-0.02075195,29.58466
Martes6,VideoCenteredNoDelay,348.8287,359.9679,355.8002,-0.04766846,29.63004
Martes6,VideoCenteredNoDelay,348.6904,359.8336,355.7256,-0.06158447,29.6952
Martes6,VideoCenteredNoDelay,348.6368,359.8035,355.6859,-0.07104492,29.73969
Martes6,VideoCenteredNoDelay,348.4142,359.8969,355.5733,-0.007507324,29.78416
Martes6,VideoCenteredNoDelay,348.3299,0.03168803,355.5386,-116.5267,29.83969
Martes6,VideoCenteredNoDelay,348.2424,0.2299731,355.5199,0.01296997,29.89516
Martes6,VideoCenteredNoDelay,348.2547,0.3016845,355.518,0.007324219,29.93969
Martes6,VideoCenteredNoDelay,348.3891,0.2774622,355.518,0.02728271,29.98709
subject ID,condition,rotationAngle_x,rotationAngle_y,rotationAngle_z,acceleration,time stamp
Martes6,VideoTiltedNoDelay,14.81715,357.9377,346.1619,498.1636,0
Martes6,VideoTiltedNoDelay,14.67956,357.8132,346.0663,-0.01217651,0.0403165
Martes6,VideoTiltedNoDelay,14.58854,357.7377,346.0309,0.00289917,0.08509282
Martes6,VideoTiltedNoDelay,14.53211,357.7243,346.0184,-0.005401611,0.1310459
Martes6,VideoTiltedNoDelay,14.54434,357.7184,345.9912,9.155273E-05,0.1854848
Martes6,VideoTiltedNoDelay,14.5585,357.7269,345.9744,0.002532959,0.2403165
Martes6,VideoTiltedNoDelay,14.47501,357.799,345.9697,0.004302979,0.2868721
Martes6,VideoTiltedNoDelay,14.44604,357.803,345.9702,0.005249023,0.3312656
Martes6,VideoTiltedNoDelay,14.35474,357.8034,345.9821,0.009796143,0.3855962
Martes6,VideoTiltedNoDelay,14.05033,357.9257,346.0259,0.06640625,0.4314689
Martes6,VideoTiltedNoDelay,13.78238,358.0527,346.1099,0.03005981,0.4854659
Martes6,VideoTiltedNoDelay,13.42393,358.2061,346.1785,0.06399536,0.5304165
Martes6,VideoTiltedNoDelay,12.55816,358.7225,346.3498,0.09683228,0.5851339
Martes6,VideoTiltedNoDelay,11.94831,359.1588,346.506,0.1715393,0.6403165
Martes6,VideoTiltedNoDelay,11.55722,359.3686,346.4023,0.009460449,0.6861852
Martes6,VideoTiltedNoDelay,9.986268,359.7907,346.4886,0.1121521,0.7403165
Martes6,VideoTiltedNoDelay,5.379851,1.252032,347.1421,0.1750183,0.7857799
Martes6,VideoTiltedNoDelay,0.2278345,2.99543,347.9398,0.2358398,0.8309608
Martes6,VideoTiltedNoDelay,353.4219,4.871342,348.542,-0.8139648,0.8852275
Martes6,VideoTiltedNoDelay,349.6275,5.675641,348.6643,-0.5086365,0.9403165
Martes6,VideoTiltedNoDelay,349.8169,5.150856,348.3486,0.3879395,0.985598
Martes6,VideoTiltedNoDelay,353.6411,4.28314,347.883,0.6336365,1.040316
Martes6,VideoTiltedNoDelay,358.3445,4.126458,346.8498,0.3978271,1.085897
Martes6,VideoTiltedNoDelay,359.3561,4.759452,346.5754,-0.04730225,1.140316
Martes6,VideoTiltedNoDelay,354.6365,4.288058,348.0322,-0.7314758,1.185557
Martes6,VideoTiltedNoDelay,349.6742,3.068408,350.6336,-0.2545471,1.230728
Martes6,VideoTiltedNoDelay,346.9421,1.772843,351.8341,-0.1791687,1.285177
Martes6,VideoTiltedNoDelay,346.0991,1.315632,352.5526,-0.1487122,1.340317
Martes6,VideoTiltedNoDelay,342.4956,2.839177,353.4683,-0.4628296,1.387167
Martes6,VideoTiltedNoDelay,339.5509,5.250245,353.9192,-0.3801575,1.440316
Martes6,VideoTiltedNoDelay,335.6415,8.403541,353.7449,-0.8082581,1.486598
Martes6,VideoTiltedNoDelay,330.6589,10.38506,352.7201,-1.047241,1.53169
Martes6,VideoTiltedNoDelay,333.4612,8.988178,355.5453,3.567474,1.586226
Martes6,VideoTiltedNoDelay,345.7961,7.73138,355.4577,1.315094,1.630489
Martes6,VideoTiltedNoDelay,353.0799,7.639579,356.4331,1.332184,1.685987
Martes6,VideoTiltedNoDelay,359.9568,6.46888,357.8579,1.315735,1.740317
Martes6,VideoTiltedNoDelay,8.327478,3.225281,0.8388633,1.212645,1.785795
Martes6,VideoTiltedNoDelay,13.88442,3.582711,1.847231,1.572605,1.840316
Martes6,VideoTiltedNoDelay,17.00948,3.350162,0.6044357,-0.2796173,1.886669
Martes6,VideoTiltedNoDelay,14.61345,2.314037,0.02209974,-0.6925583,1.940316
Martes6,VideoTiltedNoDelay,11.39501,1.266952,358.9684,-0.1238098,1.98507
Martes6,VideoTiltedNoDelay,9.823526,0.9486666,358.3874,-0.04620361,2.032731
Martes6,VideoTiltedNoDelay,8.92826,0.5921848,358.0954,-0.08285522,2.08642
Martes6,VideoTiltedNoDelay,8.426837,0.2559634,358.8559,0.1799622,2.140316
Martes6,VideoTiltedNoDelay,6.44363,0.6676405,358.0057,-0.5973511,2.188386
Martes6,VideoTiltedNoDelay,6.357208,0.9597385,357.6346,-0.08135986,2.232512
Martes6,VideoTiltedNoDelay,6.575022,0.7233497,357.213,-0.05462646,2.288033
Martes6,VideoTiltedNoDelay,6.314127,0.6395339,357.5421,0.1233521,2.331945
Martes6,VideoTiltedNoDelay,6.339271,0.3330753,357.6402,-0.0005493164,2.387064
Martes6,VideoTiltedNoDelay,7.373302,0.6897849,357.6057,0.1239929,2.430528
Martes6,VideoTiltedNoDelay,8.886697,1.529398,358.4195,0.1441345,2.485975
Martes6,VideoTiltedNoDelay,10.61447,2.004504,358.7846,0.1176147,2.530578
Martes6,VideoTiltedNoDelay,10.74276,2.213648,359.7225,0.1651917,2.585865
Martes6,VideoTiltedNoDelay,10.98825,2.291104,359.8759,0.00958252,2.640316
Martes6,VideoTiltedNoDelay,11.71941,2.536405,-0.003554723,0.09597492,2.685065
Martes6,VideoTiltedNoDelay,11.66618,2.518664,0.02648778,-348.2538,2.739398
Martes6,VideoTiltedNoDelay,11.7352,2.838838,-0.004997242,0.04513741,2.784691
Martes6,VideoTiltedNoDelay,11.66483,3.496849,359.6483,-0.03875732,2.838376
Martes6,VideoTiltedNoDelay,11.63187,3.590043,359.5797,-0.0328064,2.883371
Martes6,VideoTiltedNoDelay,11.36716,3.698565,359.4135,-0.0668335,2.938948
Martes6,VideoTiltedNoDelay,10.99594,3.785662,359.4282,0.02890015,2.983596
Martes6,VideoTiltedNoDelay,10.95607,3.746463,359.7231,0.05001831,3.038481
Martes6,VideoTiltedNoDelay,11.15691,3.762179,0.01070912,-348.3727,3.081788
Martes6,VideoTiltedNoDelay,11.2936,3.715558,0.1024935,0.006034851,3.138423
Martes6,VideoTiltedNoDelay,11.41719,3.623721,0.1137184,0.0257206,3.182769
Martes6,VideoTiltedNoDelay,11.44333,3.506791,359.979,348.209,3.238231
Martes6,VideoTiltedNoDelay,11.41039,3.310388,0.08559849,-0.0440712,3.282141
Martes6,VideoTiltedNoDelay,11.49128,2.948038,1.065986,0.02754784,3.33775
Martes6,VideoTiltedNoDelay,11.91663,2.632715,3.046465,0.3575411,3.382192
Martes6,VideoTiltedNoDelay,12.45382,2.644389,5.875467,0.4264851,3.437834
Martes6,VideoTiltedNoDelay,12.79908,2.995295,9.828126,0.6753044,3.480969
Martes6,VideoTiltedNoDelay,12.87716,3.681697,15.32833,0.7289124,3.538527
Martes6,VideoTiltedNoDelay,12.97496,3.446865,18.30441,0.4484787,3.58285
Martes6,VideoTiltedNoDelay,13.19542,2.868582,19.6061,0.1268959,3.635808
Martes6,VideoTiltedNoDelay,13.18642,2.706876,20.24006,0.1304607,3.68138
Martes6,VideoTiltedNoDelay,13.25589,2.479306,20.85641,0.08140182,3.735841
Martes6,VideoTiltedNoDelay,13.7179,2.32867,21.25661,0.08165169,3.792809
Martes6,VideoTiltedNoDelay,13.84378,2.219771,21.17557,-0.03573227,3.836239
Martes6,VideoTiltedNoDelay,14.03393,2.271865,20.61995,-0.1642361,3.892129
Martes6,VideoTiltedNoDelay,14.42248,2.233918,19.49238,-0.205471,3.935801
Martes6,VideoTiltedNoDelay,14.90729,2.012923,16.99853,-0.6004696,3.980702
Martes6,VideoTiltedNoDelay,15.37551,1.210778,10.66123,-0.656374,4.035115
Martes6,VideoTiltedNoDelay,15.83634,0.5937297,5.95185,-0.3754807,4.080412
Martes6,VideoTiltedNoDelay,15.27878,1.556719,2.69212,-0.1091137,4.135769
Martes6,VideoTiltedNoDelay,14.87308,3.297954,1.543073,-0.069067,4.192104
Martes6,VideoTiltedNoDelay,14.68695,4.240058,0.6614997,0.04737282,4.235857
Martes6,VideoTiltedNoDelay,14.65086,4.703533,359.1708,-0.2547607,4.291796
Martes6,VideoTiltedNoDelay,14.41748,4.581979,358.1646,-0.2237549,4.335152
Martes6,VideoTiltedNoDelay,14.13419,4.535045,357.0156,-0.3560791,4.380624
Martes6,VideoTiltedNoDelay,13.68906,4.798659,355.2174,-0.3559875,4.435218
Martes6,VideoTiltedNoDelay,12.4714,5.627658,353.2363,-0.4411011,4.490333
Martes6,VideoTiltedNoDelay,11.4132,6.960572,352.1037,-0.228363,4.535522
Martes6,VideoTiltedNoDelay,10.20924,8.460483,350.7691,-0.2626648,4.588904
Martes6,VideoTiltedNoDelay,9.431548,9.484035,349.9282,-0.1922607,4.631608
Martes6,VideoTiltedNoDelay,8.917064,10.29479,349.0986,0.007385254,4.683388
Martes6,VideoTiltedNoDelay,8.450429,11.37583,348.228,-0.1431885,4.73905
Martes6,VideoTiltedNoDelay,8.017927,12.20956,347.8746,-0.03234863,4.781434
Martes6,VideoTiltedNoDelay,7.431144,13.42065,347.6483,-0.003570557,4.836158
Martes6,VideoTiltedNoDelay,6.774749,14.33031,347.2746,-0.1402283,4.880949
Martes6,VideoTiltedNoDelay,5.887513,15.30786,346.0398,-0.4368896,4.940316
Martes6,VideoTiltedNoDelay,4.068686,16.99645,342.7769,-0.6526184,4.988495
Martes6,VideoTiltedNoDelay,3.340553,18.04453,339.9971,-0.6431885,5.030379
Martes6,VideoTiltedNoDelay,2.402279,18.63143,338.4315,0.03781128,5.08293
Martes6,VideoTiltedNoDelay,1.313041,19.10365,336.7004,-0.3014526,5.137906
Martes6,VideoTiltedNoDelay,0.5071939,19.72559,335.3499,-0.190033,5.190693
Martes6,VideoTiltedNoDelay,0.1809636,20.65539,334.6764,-0.1251526,5.236174
Martes6,VideoTiltedNoDelay,359.9173,21.99269,334.2961,-0.0267334,5.287384
Martes6,VideoTiltedNoDelay,359.5392,23.14454,334.5491,0.0524292,5.340316
Martes6,VideoTiltedNoDelay,359.174,24.31846,335.1954,0.02224731,5.38197
Martes6,VideoTiltedNoDelay,358.5787,25.21598,336.2047,0.07168579,5.437816
Martes6,VideoTiltedNoDelay,357.6754,26.47377,338.0899,0.2086182,5.492752
Martes6,VideoTiltedNoDelay,356.8226,27.8527,340.2336,0.2633057,5.535023
Martes6,VideoTiltedNoDelay,355.8853,29.77015,343.8833,0.4127808,5.588673
Martes6,VideoTiltedNoDelay,355.1508,31.60367,347.5677,0.5568848,5.630592
Martes6,VideoTiltedNoDelay,354.5634,33.68869,352.2044,0.6060181,5.68201
Martes6,VideoTiltedNoDelay,354.1368,34.36015,355.0086,0.3429565,5.738374
Martes6,VideoTiltedNoDelay,353.5113,34.64691,357.1556,0.1820679,5.791958
Martes6,VideoTiltedNoDelay,352.994,34.4935,358.277,0.1017151,5.835443
Martes6,VideoTiltedNoDelay,352.6128,33.81606,359.5798,0.1006165,5.887916
Martes6,VideoTiltedNoDelay,352.2898,32.70285,0.6480587,-0.1793518,5.940316
Martes6,VideoTiltedNoDelay,351.9932,31.32832,1.740508,-0.09216309,5.983172
Martes6,VideoTiltedNoDelay,351.8907,29.34294,3.038155,-0.05133057,6.036405
Martes6,VideoTiltedNoDelay,351.7679,27.17364,4.242946,-0.05532837,6.08847
Martes6,VideoTiltedNoDelay,351.9096,25.24773,5.129462,0.01647949,6.140316
Martes6,VideoTiltedNoDelay,351.5453,22.45081,5.766474,-0.1481934,6.183057
Martes6,VideoTiltedNoDelay,351.0654,19.7308,6.274639,-0.1435852,6.23792
Martes6,VideoTiltedNoDelay,350.4457,17.21583,6.594108,-0.1898499,6.281112
Martes6,VideoTiltedNoDelay,350.1277,13.48723,6.847581,-0.01757813,6.335808
Martes6,VideoTiltedNoDelay,351.3022,7.248077,6.897704,0.2521057,6.387774
Martes6,VideoTiltedNoDelay,352.9632,0.8001163,6.69538,0.453064,6.440316
Martes6,VideoTiltedNoDelay,355.4636,354.1945,6.218657,0.1088867,6.482062
Martes6,VideoTiltedNoDelay,358.9071,348.2343,4.534454,-0.2247314,6.537066
Martes6,VideoTiltedNoDelay,0.3106438,346.0111,3.377943,-0.2499695,6.590458
Martes6,VideoTiltedNoDelay,1.073295,345.624,2.913103,-0.1857605,6.633862
Martes6,VideoTiltedNoDelay,2.040121,345.4211,2.083109,-0.01257324,6.685301
Martes6,VideoTiltedNoDelay,3.13892,345.2204,1.457345,-0.0696106,6.740316
Martes6,VideoTiltedNoDelay,4.503045,344.3163,0.8638839,-0.3425293,6.782835
Martes6,VideoTiltedNoDelay,6.116341,343.8843,0.158421,-0.01486206,6.83622
Martes6,VideoTiltedNoDelay,8.468678,344.2242,359.4372,0.04766846,6.889537
Martes6,VideoTiltedNoDelay,9.778522,345.0469,359.3477,0.1357422,6.93473
Martes6,VideoTiltedNoDelay,11.30948,347.3287,359.2166,0.6080322,6.996213
Martes6,VideoTiltedNoDelay,11.69033,348.6257,359.427,0.3348694,7.03835
Martes6,VideoTiltedNoDelay,12.4523,350.1661,359.9264,0.4254456,7.091547
Martes6,VideoTiltedNoDelay,12.93277,350.8307,0.01752055,-151.6542,7.136354
Martes6,VideoTiltedNoDelay,13.43152,351.3927,359.9936,0.1222534,7.187535
Martes6,VideoTiltedNoDelay,13.46467,351.5681,0.09932643,0.07785034,7.230773
Martes6,VideoTiltedNoDelay,13.55984,351.7127,0.2114726,-0.06890869,7.280593
Martes6,VideoTiltedNoDelay,13.54286,351.8903,0.2524624,0.05252075,7.335512
Martes6,VideoTiltedNoDelay,13.54702,351.9623,0.3408191,-0.003875732,7.380675
Martes6,VideoTiltedNoDelay,13.52849,352.0023,0.3978849,0.01400757,7.4323
Martes6,VideoTiltedNoDelay,13.44065,352.0845,0.4165408,0.03204346,7.486065
Martes6,VideoTiltedNoDelay,13.40177,352.2319,0.4241886,0.03421021,7.537912
Martes6,VideoTiltedNoDelay,13.33813,352.4957,0.475247,0.09909058,7.590803
Martes6,VideoTiltedNoDelay,13.24989,352.707,0.5101775,0.09182739,7.636384
Martes6,VideoTiltedNoDelay,13.26343,352.8334,0.5271288,0.009307861,7.690425
Martes6,VideoTiltedNoDelay,13.25053,352.9331,0.5165116,0.02346802,7.740316
Martes6,VideoTiltedNoDelay,13.19565,353.0149,0.382798,0.0227356,7.793872
Martes6,VideoTiltedNoDelay,13.15126,353.0719,0.309689,0.02050781,7.836872
Martes6,VideoTiltedNoDelay,13.06498,353.1815,0.2560604,0.0223999,7.889742
Martes6,VideoTiltedNoDelay,13.0406,353.2307,0.2069776,0.03610229,7.935026
Martes6,VideoTiltedNoDelay,12.94298,353.2342,0.1125853,-0.006958008,7.984463
Martes6,VideoTiltedNoDelay,12.82942,353.2984,0.004917831,0.004608154,8.036907
Martes6,VideoTiltedNoDelay,12.74802,353.4169,359.9321,0.006439209,8.082011
Martes6,VideoTiltedNoDelay,12.61375,353.676,359.8231,-0.01342773,8.13456
Martes6,VideoTiltedNoDelay,12.37328,354.2494,359.8654,0.1420288,8.190445
Martes6,VideoTiltedNoDelay,12.17788,354.9136,0.01220588,-150.3884,8.240316
Martes6,VideoTiltedNoDelay,11.86891,356.343,0.34308,0.5567627,8.283425
Martes6,VideoTiltedNoDelay,11.58847,358.9937,0.3511524,0.8428345,8.336813
Martes6,VideoTiltedNoDelay,11.15893,3.345337,0.4728212,0.1592379,8.381033
Martes6,VideoTiltedNoDelay,10.81319,9.111145,0.7700557,0.6058302,8.432328
Martes6,VideoTiltedNoDelay,10.6672,12.15425,0.8952155,0.2336941,8.485306
Martes6,VideoTiltedNoDelay,10.81089,12.95008,0.674117,0.1718254,8.53711
Martes6,VideoTiltedNoDelay,10.78764,13.71619,0.4929774,0.1453629,8.581911
Martes6,VideoTiltedNoDelay,10.68984,14.82246,0.603622,0.1683979,8.635712
